Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,LANGUAGE,PATIENTPOPULATIONPERCENTAGEBELOWPOVERTY
ae9efba3-ddc4-43f9-a781-f72019388548,1992-06-30,,999-27-3385,S99971451,X53218815X,Mr.,Jayson808,Fadel536,,,S,white,nonhispanic,M,Springfield  Massachusetts  US,1056 Harris Lane Suite 70,Chicopee,Massachusetts,Hampden County,1020,42.181642300277424,-72.60884222581657,577445.86,3528.84,,
d22592ac-552f-4ecd-a63d-7663d77ce9ba,1989-06-22,,999-76-6866,S99979025,X42374914X,Mr.,José Eduardo181,Gómez206,,,M,white,hispanic,M,Marigot  Saint Andrew Parish  DM,427 Balistreri Way Unit 19,Chicopee,Massachusetts,Hampden County,1013,42.22835382315942,-72.56295055096882,709544.18,3023.04,,
58cac9ec-4baa-46c1-b919-0ed13572b51d,1970-06-13,2016-05-07,999-90-2484,S99989337,X48630763X,Ms.,Isabel214,Carvajal694,,,S,white,hispanic,F,Santiago  Santiago Province  CL,335 Morar Highlands Apt 75,Fall River,Massachusetts,Bristol County,2720,41.68768444527544,-71.0557687821624,1145378.45,4941.2,,
df6b563d-1ff4-4833-9af8-84431e641e9c,1982-09-29,,999-21-5604,S99921528,X87641071X,Ms.,Christal240,Brown30,,,S,white,nonhispanic,F,Bellingham  Massachusetts  US,1060 Hansen Overpass Suite 86,Boston,Massachusetts,Suffolk County,2118,42.284598473357775,-71.13449674876126,818841.61,11339.259999999998,,
da0334da-83d5-443c-9f80-185654a0c534,1959-06-23,,999-59-1261,S99928544,X30032284X,Mrs.,Anissa357,Mueller846,,Ebert178,M,white,nonhispanic,F,Pembroke  Massachusetts  US,661 Schulist Highlands,Waltham,Massachusetts,Middlesex County,2452,42.42591517440363,-71.28867283165437,1533497.0,7207.719999999999,,
76b3f20a-a5ba-4287-a43b-1262e133d882,1983-10-10,,999-45-5448,S99951460,X62276990X,Mrs.,Frankie174,Bernier607,,Brown30,M,white,nonhispanic,F,Somerville  Massachusetts  US,687 Howell Frontage road Apt 68,Abington,Massachusetts,Plymouth County,2351,42.07952522604181,-70.97370970346904,798187.32,4916.999999999999,,
0a6c6f5a-797e-42f4-8693-13c8f13cbfab,1954-05-02,,999-88-9161,S99952034,X43989593X,Mr.,Edmund685,Walker122,,,M,white,nonhispanic,M,Dedham  Massachusetts  US,383 Crooks Camp,Norwell,Massachusetts,Plymouth County,,42.1922447262567,-70.83915436161415,1731218.38,5027.12,,
8bf20e2d-103e-4d48-8e16-82fb37ef6b5c,1967-04-23,,999-30-3779,S99929765,X52746820X,Mrs.,Kim439,Donnelly343,,Ruecker817,M,white,nonhispanic,F,Billerica  Massachusetts  US,562 Windler Tunnel,Fitchburg,Massachusetts,Worcester County,,42.61144194796878,-71.7727461157454,1154088.59,10203.999999999998,,
8f9539f2-e6ad-4e00-ad45-4abc2bff2214,1965-11-11,,999-85-8713,S99975142,X43892012X,Mrs.,Marvel321,Wyman904,,Wyman904,M,white,nonhispanic,F,Wilbraham  Massachusetts  US,913 Schiller Well Apt 80,Burlington,Massachusetts,Middlesex County,1803,42.48474039864766,-71.23413740070445,1121280.6,7715.969999999999,,
afa7ef78-5396-4e32-9208-7aa7b1bf4b8e,2007-06-18,,999-36-9345,,,,Timmy68,Macejkovic424,,,,white,nonhispanic,M,Chicopee  Massachusetts  US,385 Sipes Orchard Apt 71,Brockton,Massachusetts,Plymouth County,2301,42.13957669646028,-70.93239519960153,314506.9,3033.16,,
30052b62-200e-48c9-b671-aa3ede1fef1c,1955-05-03,,999-33-9259,S99919585,X20291411X,Ms.,Maisha241,Fisher429,,,S,white,nonhispanic,F,Granville  Massachusetts  US,873 Hodkiewicz Dam Unit 1,Bridgewater,Massachusetts,Plymouth County,,41.99349915280055,-70.9724481196625,1349203.71,10783.299999999996,,
fe74a8af-bb02-4ee8-89e2-14bb30a0bb41,1995-10-02,,999-26-2678,S99978757,X80600534X,Mr.,Cristobal567,Parra592,,,,white,hispanic,M,Puebla  Puebla  MX,356 Parisian Mill Apt 14,Beverly,Massachusetts,Essex County,,42.57934343407418,-70.81856210134465,577296.8,7783.399999999999,,
